Pachastrella monilifera
Tephritis neesii
Callionymus reticulatus
Eupithecia abietaria
Eupithecia absinthiata
Bombus muscorum
Larus cachinnans
Eupithecia actaeata
Bombus norvegicus
Oedemera femorata
Myotis daubentoni
Oedemera flavipes
Myotis daubentonii
Bombus pascuorum
Oedemera lurida
Lepidorhombus whiffiagonis
Larus delawarensis
Peribatodes rhomboidaria
Aceraspis robustus
Eupithecia analoga
Aegialia arenaria
Peribatodes secundaria
Rutidosoma globulus
Bombus pratorum
Oedemera virescens
Elofsonella concinna
Protaetia metallica
Tragosoma depsarium
Aegialia sabuleti
Larus glaucescens
Neoascia tenur
Larus glaucoides
Marisotoma canaliculata
Bombus rupestris
Marisotoma tenuicornis
Metallus gei
Caprella septentrionalis
Calliopius laeviusculus
Larus hyperboreus
Hydronomus alismatis
Opsibotys fuscalis
Idaea seriata
Xiphydria camelus
Eupithecia cauchiata
Idaea serpentata
Bombus soroensis
Xiphydria prolongata
Ctenolabrus rupestris
Larus melanocephalus
Larus michahellis
Bombus sylvarum
Idaea straminata
Larus minutus
Bombus sylvestris
Elonium striatulum
Capreolus capreolus
Bombus terrestris
Eteone flava
Eteone foliosa
Idaea sylvestraria
Eupithecia conterminata
Larus philadelphia
Elophila nympheata
Ametastegia albipes
Larus pipixcan
Ametastegia carpini
Rutilus rutilus
Ametastegia equiseti
Myotis mystacinus
Larus ridibundus
Ametastegia glabrata
Ametastegia pallipes
Ametastegia perla
Larus sabini
Ametastegia tener
Acerbia alpina
Eupithecia denotata
Oxymirus cursor
Bombus wurfleni
Larus smithsonianus
Bombus wurflenii
Dichrooscytus rufipennis
Elophos unicoloraria
Elophos vittaria
Eupithecia dodoneata
Rutpela maculata
Sisyra fuscata
Buccinum finmarkianum
Eupithecia egenaria
Oediceros saginatus
Eupithecia exiguata
Bombycilla garrulus
Eupithecia expallidata
Epirranthis diversata
Triturus cristatus
Buccinum humphreysianum
Eupithecia fennoscandica
Catocala nupta
Epirrhoe alternata
Populicerus confusus
Dichrorampha acuminatana
Populicerus populi
Dichrorampha aeratana
Dichrorampha agilana
Epirrhoe galiata
Eupithecia gelidata
Hemilamprops rosea
Dichrorampha alpinana
Hemilamprops roseus
Epirrhoe hastulata
Chirolophis ascanii
Chirolophis galerita
Lasaeola tristis
Dichrorampha consortana
Epirrhoe pupillata
Epirrhoe rivata
Auxis rochei
Dichrorampha flavidorsana
Ligia oceanica
Podiceps auritus
Epirrita christyi
Epirrita dilutata
Eupithecia icterata
Podiceps cristatus
Dichrorampha obscuratana
Thracia convexa
Eupithecia immundata
Dichrorampha plumbagana
Sorex caecutiens
Podiceps grisegena
Thracia devexa
Eupithecia indigata
Thracia distorta
Caprimulgus europaeus
Ficedula albicollis
Eupithecia innotata
Thracia gracilis
Podiceps nigricollis
Dichrorampha simpliciana
Avagina incola
Dichrorampha sylvicolana
Eupithecia intricata
Phallusia obliqua
Dichrorampha vancouverana
Eupithecia inturbata
Thracia myopsis
Eupithecia irriguata
Thracia papyracea
Ficedula hypoleuca
Thracia pubescens
Ficedula parva
Podilymbus podiceps
Hemilepton nitidum
Acerina cernua
Eupithecia lariciata
Thracia villosiuscula
Keratella ticinensis
Eupithecia linariata
Sorex minutissimus
Sorex minutus
Plicastoma norvegicum
Scythris cicadella
Myoxocephalus scorpius
Syntemna daisetzuzana
Plagionotus arcuatus
Syntemna haagvari
Syntemna hungarica
Syntemna nitidula
Syntemna penicilla
Syntemna relicta
Syntemna setigera
Syntemna stylata
Protanthea simplex
Scythris empetrella
Podisma pedestris
Eupithecia millefoliata
Scaeva pyrastri
Scaeva selenitica
Dinaraea arcana
Periclepsis cinctana
Eupithecia nanata
Bombylius medius
Bucculatrix albedinella
Dichyphus constrictus
Dichyphus errans
Dichyphus globulifer
Dichyphus pallicornis
Scythris inspersella
Bombylius minor
Neobisium carcinoides
Bucculatrix bechsteinella
Scythris laminella
Hapalaraea pygmaea
Reinhardtius hippoglossoides
Scythris limbella
Bucculatrix cidarella
Eupithecia ochridata
Bucculatrix cristatella
Bucculatrix demaryella
Scythris noricella
Keratella valga
Bucculatrix frangutella
Phiaris aurofasciana
Phiaris bipunctana
Phiaris cespitana
Phiaris dissolutana
Scythris picaepennis
Phiaris heinrichana
Phiaris lacunana
Phiaris metallicana
Scythris potentillella
Phiaris obsoletana
Phiaris palustrana
Phiaris rivulana
Phiaris rufana
Phiaris rurestrana
Phiaris schaefferana
Bucculatrix maritima
Phiaris septentrionana
Dinarda maerkelii
Phiaris siderana
Phiaris striana
Phiaris tiedemanniana
Phiaris turfosana
Eupithecia pimpinellata
Rymosia placida
Oxyopes ramosus
Acmaeops marginata
Episcythrastis tetricella
Phibalapteryx virgata
Calliostoma occidentale
Bucculatrix ratisbonensis
Acesta excavata
Protaphorura arctica
Duponchelia fovealis
Parabolitobius inclinans
Protaphorura cancellata
Bucculatrix thoracella
Protaphorura debilis
Eupithecia pulchellata
Protaphorura furcifera
Bucculatrix ulmella
Protaphorura humata
Eupithecia pusillata
Protaphorura islandica
Protaphorura macfadyeni
Eupithecia pygmaeata
Protaphorura pannonica
Hilaira excisa
Hilaira frigida
Hilaira glacialis
Protaphorura pseudovanderdrifti
Protaphorura quadriocellata
Episernus angulicollis
Hilaira vexatrix
Bucephala albeola
Protaphorura subuliginata
Hippodamia tredecimpunctata
Protaphorura tricampata
Bucephala clangula
Hilara abdominalis
Bucephala islandica
Hilara albitarsis
Aeginopsis laurentii
Eupithecia satyrata
Protapion assimile
Protapion astragali
Jujubinus miliaris
Hydroporus angustatus
Protapion fulvipes
Episinus angulatus
Euryusa castanoptera
Spatalistis bifasciana
Hilara brevistyla
Protapion trifolii
Hilara canescens
Aphodius ater
Protapion varipes
Hilara chorica
Hydroporus brevis
Eupithecia simpliciata
Capros aper
Xyela julii
Hilara clavipes
Eupithecia sinuosaria
Hilara coracina
Hilara cornicula
Goera pilosa
Hilara diversipes
Asteracanthion mülleri
Hydroporus discretus
Hilara flavipes
Eupithecia subfuscata
Aphodius borealis
Hydroporus elongatulus
Aphodius brevis
Catops alpinus
Eupithecia subumbrata
Hilara griseola
Pasiphaea multidentata
Calliostoma zizyphinum
Catops borealis
Hilara interstincta
Eupithecia tantillaria
Pasiphaea tarda
Catops coracinus
Hydroporus geniculatus
Hydroporus glabriusculus
Hilara litorea
Catops fuliginosus
Phigalia pilosaria
Catops fuscus
Hydroporus gyllenhalii
Pasiphila debiliata
Aphodius coenosus
Nomada lathburiana
Keratella cochlearis
Pasiphila rectangulata
Hydroporus incognitus
Eupithecia tripunctaria
Etheripecten mutabilis
Eupithecia trisignaria
Catops luteipes
Etheripecten wilczeki
Catops morio
Keratella hiemalis
Hydroporus lapponum
Aphodius conspurcatus
Catops nigricans
Hilara nitidula
Catops nigriclavis
Catops nigrita
Eupithecia valerianata
Keratella quadrata
Hydroporus longicornis
Geophilus oligopus
Catops picipes
Eupithecia venosata
Callipalene brevirostris
Keratella serrulata
Eupithecia veratraria
Keratella testudo
Callipallene brevirostris
Catops subfuscus
Victrix umovii
Microcyclops varicans
Hydroporus memnonius
Amischa analis
Catops tristis
Eupithecia virgaureata
Hydroporus morio
Amischa bifoveolata
Eupithecia vulgata
Aphodius depressus
Amischa nigrofusca
Delphinapterus leucas
Hydroporus notabilis
Plagiosterna aenea
Aporrhais serresiana
Hydroporus obscurus
Hydroporus obsoletus
Protatrypa malmoeyensis
Hilara woodi
Maro sublestus
Hydroporus planus
Idiocerus lituratus
Hydroporus pubescens
Aphodius fasciatus
Aphodius fimetarius
Hydroporus rufifrons
Hydroporus sahlbergi
Syntomium aeneum
Hydroporus scalesianus
Aphodius foetens
Hydroporus semenovi
Aphodius fossor
Idiocerus stigmaticalis
Oedothorax fuscus
Hydroporus striola
Oedothorax gibbosus
Uria lomvia
Aphodius granarius
Siederia rupicolella
Oedothorax retusus
Hydroporus tristis
Aegiria norvegica
Anidorus nigrinus
Hydroporus umbrosus
Aphodius haemorrhoidalis
Scalaria groenlandica
Asterias glacialis
Stratiomys singularior
Ethmia pusiella
Plagiostomum cinctum
Syntomus foveatus
Plagiostomum girardi
Asterias linckii
Plagiostomum nostrum
Plagiostomum ochroleucum
Aphodius ictericus
Plagiostomum striatum
Plagiostomum vittatum
Syntomus truncatellus
Porania pulvillus
Asterias muelleri
Asterias panopla
Poraniomorpha hispida
Elymana sulphurella
Asterias rubens
Oegoconia deauratella
Trixagus carinifrons
Aphodius lapponum
Hydropsyche angustipennis
Idiodonus cruentatus
Silpha tristis
Oxypoda abdominalis
Trixagus meybohmi
Oxypoda acuminata
Oxypoda advena
Pseudomma roseum
Monia patelliformis
Monia squama
Oxypoda annularis
Cephalcia pallidula
Aristias neglectus
Oxypoda arborea
Oxypoda bicolor
Oxypoda brachyptera
Oxypoda brevicornis
Bonasa bonasia
Catoptria falsella
Hydropsyche contubernalis
Catoptria fulgidella
Aphodius luridus
Catoptria furcatellus
Oxypoda elongatula
Uragus sibiricus
Oxypoda exoleta
Oxypoda flavicornis
Epistrophe eligans
Oxypoda formiceticola
Neocalanus gracilis
Epistrophe flava
Oxypoda funebris
Catoptria lythargyrella
Catoptria maculalis
Epistrophe grossulariae
Poratia digitata
Oxypoda haemorrhoa
Oxypoda hansseni
Oxypoda islandica
Devonia perrieri
Aphodius merdarius
Oxypoda longipes
Oxypoda lucens
Catoptria permutalellus
Oxypoda lugubris
Catoptria permutatellus
Epistrophella euchroma
Catoptria pinella
Oxypoda opaca
Aphodius nemoralis
Oxypoda procerula
Oxypoda recondita
Alcis jubata
Lomechusa emarginata
Lomechusa pubicollis
Oxypoda skalitzkyi
Oxypoda soror
Oxypoda spectabilis
Catoptrophorus semipalmatus
Oxypoda strandi
Sorhagenia janiszewskae
Sorhagenia lophyrella
Sorhagenia rhamniella
Oxypoda togata
Oxypoda umbrata
Oxypoda vicina
Oxypoda vittata
Hydropsyche pellucidula
Euplectus bescidicus
Euplectus brunneus
Euplectus decipiens
Euplectus duponti
Euplectus fauveli
Aphodius paykulli
Philaenus spumarius
Hydropsyche saxonica
Euplectus karstenii
Urocerus gigas
Hydropsyche silfvenii
Hydropsyche siltalai
Euplectus nanus
Aphodius pictus
Hemipenthes maurus
Euplectus piceus
Aphodius plagiatus
Euplectus punctatus
Oenanthe deserti
Euplectus signatus
Aphodius porcus
Aphodius prodromus
Streblocerus serricaudatus
Meliscaeva auricollis
Episyrphus balteatus
Meliscaeva cinctella
Trichocerca rattus
Sigalion squamosus
Xyleborinus saxesenii
Aphodius punctatosulcatus
Coccothraustes coccothraustes
Aphodius pusillus
Idionus cruentatus
Dicoelosia osloensis
Oenanthe hispanica
Capsus ater
Peridea anceps
Oenanthe isabellina
Microdeutopus anomalus
Microdeutopus gryllotalpa
Aphodius rufipes
Hydroptila cornuta
Aphodius rufus
Keroplatus testaceus
Porcellio dilatatus
Bonetogastrura nivalis
Oxyporus rufus
Aphodius scybalarius
Aphodius sordidus
Achaearanea lunata
Aphodius sphacelatus
Proteinus altaicus
Philanthus trangulum
Proteinus atomarius
Proteinus brachypterus
Proteinus crenulatus
Epitheca bimacu
Proteinus laevigatus
Lomographa temerata
Hydroptila occulta
Xyleborus cryptographus
Hillia iris
Oxypteris acuminata
Rhamphomyia gibba
Aphodius subterraneus
Streblosoma intestinale
Hydroptila pulchricornis
Streblosoma intestinalis
Oenanthe pleschanka
Capua vulgana
Aegomorphus clavipes
Xyleborus dispar
Hydroptila simulans
Hydroptila tineoides
Aphodius uliginosus
Remiz pendulinus
Oxyptilus chrysodactyla
Oxyptilus ericetorum
Thrips vulgatissimus
Scalpellum scalpellum
Ammoconia caecimacula
Oxyptilus pilosellae
Asaphidion flavipes
Porcellio scaber
Saaristoa abnormis
Saaristoa firma
Kessleria fasciapennella
Aegopinella nitidula
Laspeyria flexula
Aegopinella pura
Alcyonium digitatum
Porcellio spinicornis
Oeneis norna
Discus rotundatus
Oeneis bore
Discus ruderatus
Sigara dorsalis
Sigara falleni
Plagodis dolabraria
Sigara lateralis
Sigara limitata
Remus sericeus
Oeneis jutta
Plagodis pulveraria
Sigara nigrolineata
Porcellionides pruinosus
Anisarchus medius
Sigara scotti
Pygmaena fusca
Sigara semistriata
Soronia grisea
Etmopterus spinax
Crabro cribrarius
Microdiprion pallipes
Melita dentata
Aphomia sociella
Melita formosa
Lasiocampa quercus
Aphomia zelleri
Nomophila noctuella
Lasiocampa trifolii
Pododesmus patelliformis
Pododesmus squama
Physatocheila costata
Ligyrocoris sylvestris
Achalchus cinereus
Achalchus melanotrichus
Machimus arthriticus
Dismodicus bifrons
Amphithoe podoceroides
Machimus atricapillus
Dismodicus decemoculatus
Microdon analis
Strenuaeva primaeva
Ammodytes marinus
Sige fusigera
Porcinolus murinus
Hydrosmecta longula
Strenzketoma buddenbrocki
Hydrosmecta subtilissima
Holmia kjerulfi
Ctesias serra
Nonagria typhae
Philedone gerningana
Philedonides lunana
Atemelia torquatella
Oiceoptoma thoracica
Cypha laeviuscula
Trapezonotus anorus
Trapezonotus arenarius
Ribautiana ulmi
Trapezonotus desertus
Melitaea diamina
Microdon mutabilis
Porella compressa
Sosane sulcata
Pygolampis bidentata
Alebra albostriella
Sosanopsis wireni
Globia algae
Globia sparganii
Platymetopius undatus
Gammarus locusta
Proteroilus fuscus
Proteroiulus fuscus
Globicephala melas
Ceruchus chrysomelinus
Oenopota elegans
Peridroma saucia
Xylechinus pilosus
Sebastes mentella
Hydrothassa glabra
Idotea balthica
Hydrothassa marginella
Marshallora adversa
Globiceps flavomaculatus
Idotea chelipes
Cyphea curtula
Euaesthetus laeviusculus
Globiceps salicicola
Euaesthetus ruficapillus
Idotea granulosa
Sospita vigintiguttata
Philereme vetulata
Oenopota scalaris
Thryogenes festucae
Aelia acuminata
Epitonium clathratulum
Oenopota tenuicostata
Xylena solidaginis
Thryogenes scirrhosus
Oenopota turricula
Ironoquia dubia
Xylena vetusta
Oidaematophorus lithodactyla
Idotea pelagica
Carabus cancellatus
Podon leuckartii
Cis alter
Craesus latipes
Lilioceris merdigera
Himantopus himantopus
Sebastes viviparus
Cis boleti
Idothea neglecta
Cis comptus
Teratocoris antennatus
Xyletinus ater
Teratocoris saundersi
Thymoites oleatus
Teratocoris viridis
Cis fagi
Alectona millari
Porhydrus lineatus
Cis glabratus
Carabus coriaceus
Cis hispidus
Cis jacquemarti
Cis jacquemartii
Xyletinus pectinatus
Cis lineatocribratus
Boops boops
Trochochaeta multisetosa
Eualus gaimardii
Cis micans
Cis nitidus
Aelurillus v-insignatus
Aelurillus v-insignitus
Eualus pusiolus
Cervinia synarthra
Cis quadridens
Oxystoma cerdo
Philhygra deformis
Philhygra elongatula
Philhygra fallaciosa
Philhygra gyllenhalii
Cis setiger
Philhygra hygrobia
Philhygra hygrotopora
Disparalona rostrata
Sabella pavonina
Philhygra luridipennis
Philhygra melanocera
Pygoscelis adeliae
Philhygra obtusangula
Philhygra palustris
Pygoscelis antarctica
Anisodactylus binotatus
Philhygra ripicola
Philhygra terminalis
Aphrodita aculeata
Phoca groenlandica
Carabus glabratus
Haplodrassus minor
Haplodrassus signifer
Parachiona picicornis
Carabus granulatus
Melitta haemorrhoidalis
Cervus elaphus
Aphrodite aculeata
Travisia forbesii
Streptanus aemulans
Carabus hortensis
Streptanus marginatus
Streptanus sordidus
Supraphorura furcifer
Microerigone spetsbergensis
Pyla fusca
Acentria ephemerella
Sabellides octocirrata
Haploglossa gentilis
Aphrophora alni
Haploglossa marginalis
Haploglossa nidicola
Monocelis bathycola
Orbinia sertulata
Haploglossa villosula
Aphrophora corticea
Aphrophora costalis
Waldheimia cranium
Nopoiulus kochi
Oxytelus fulvipes
Epitonium trevelyanum
Philine aperta
Syringopora novella
Oxytelus laqueatus
Syringopora parva
Monocentrota lundstroemi
Syringopora quadriserialis
Epitonium turtonis
Rhamphomyia sciarina
Syringopora subreticulata
Cauchas fibulella
Falagria sulcatula
Philine denticulata
Xylita laevigata
Scaphander lignarius
Aphrophora salicina
Dolichopus nubilus
Callistege mi
Oxytelus sculptus
Cerylon deplanatum
Scaphander punctostriatus
Philine quadrata
Alectoris rufa
Monocephalus castaneipes
Bela brachystoma
Macoma balthica
Stagetus borealis
Cochlembolus sacer
Philine scabra
Eupoecilia angustana
Scaphaphorura arenaria
Macoma calcarea
Hinatara recta
Eupoecilia sanguisorbana
Macoma calcaria
Bela nebula
Hydrochus brevis
Crambus heringiellus
Perileptus areolatus
Cucujus cinnaberinus
Lepisma saccharina
Carabus nemoralis
Parachronistis albiceps
Crambus pascuella
Carabus nitens
Syritta pipiens
Crambus perlella
Lasioglossum fratellum
Terebellides stroemi
Terebellides stroemii
Crambus pratella
Cochlicopa lubrica
Aphthona nonstriata
Holobus apicatus
Crambus silvella
Cochlicopa lubricella
Griposia aprilina
Cochlicopa repentina
Rhamphomyia sulcatina
Crambus uliginosellus
Amara littorea
Trechoblemus micros
Thuiaria thuja
Protonemura meyeri
Macrosteles sexnotatus
Spaelotis ravida
Disporella hispida
Aphtona atrocaerula
Aphtona lutescens
Aphtona nonstriata
Spaelotis suecica
Stagonomus pusillus
Paracinygmula joernensis
Scaphidema metallicum
Colenis immunda
Longalatedes elymi
Delthyris elevata
Cucullia absinthii
Scaphidium quadrimaculatum
Axenyllodes echinatus
Hinia incrassata
Hinia pygmaea
Hinia reticulata
Epizoanthus incrustatus
Epizoanthus norvegicus
Crangon allmanni
Mellinus arvensis
Aeolidia papillosa
Callisto coffeella
Callisto denticulella
Callisto insperatella
Crangon crangon
Cordioniscus stebbingi
Trechus fulvus
Cucullia chamomillae
Dynamena pumila
Boreaphilus henningianus
Myriochele fragilis
Myriochele oculata
Cucullia gnaphalii
Eupolymnia nebulosa
Eupolymnia nesidensis
Cucullia lactucae
Chlaenius nigricornis
Cucullia lucifuga
Haploops setosa
Pyralis farinalis
Monochamus galloprovincialis
Trochosa terricola
Carabus violaceus
Crania anomala
Boreocelis filicauda
Trechus obtusus
Pyralis lienigialis
Sabinea sarsii
Sabinea septemcarinata
Neocoenorrhinus aequatus
Evadne nordmanni
Neocoenorrhinus germanicus
Chlaenius tristis
Acherontia atropos
Trechus rivularis
Boreoiulus tenuis
Deltocephalus pulicaris
Villa hottentotta
Martes martes
Trechus secalis
Perineura rubi
Sabra harpagula
Cuculus canorus
Leucoptera malifoliella
Orbinia grubei
Ammotrypane aulogaster
Orbinia norvegica
Macrargus multesimus
Lilljeborgia fissicornis
Scaphisoma agaricinum
Macrargus rufus
Scaphisoma assimile
Cochlodina laminata
Axinella rugosa
Boreomysis tridens
Scaphisoma boleti
Scaphisoma boreale
Physella heterostropha
Boreophausia inermis
Macraspis elegans
Platynaspis luteorubra
Acheta domestica
Acheta domesticus
Galleria mellonella
Scaphisoma subalpinum
Monochamus sartor
Dynatosoma cochleare
Calliteara abietis
Hemitaxonus struthiopteridis
Dynatosoma fuscicorne
Craniella cranium
Dynatosoma nigromaculatum
Perioculodes longimanus
Dynatosoma norwegiense
Lumbrineris hibernica
Boreoscala groenlandicus
Dynatosoma rufescens
Dynatosoma thoracicum
Anorthoa munda
Belida angelicae
Chlamydatus evanescens
Marthasterias glacialis
Chlamydatus pulicarius
Chlamydatus pullus
Chlamydatus saltitans
Longitarsus apicalis
Axinopsida orbiculata
Cucumaria elongata
Longitarsus atricillus
Porina mammillosa
Cucumaria frondosa
Longitarsus brunneus
Monochamus sutor
Cucumaria hyndmani
Buenia jeffreysii
Boreotrophon clathratus
Longitarsus exoletus
Cucumaria lactea
Dissoleucas niveirostris
Hipparchia alcyone
Axinotarsus pulicarius
Caradrina montana
